"cinsiyet","","","yil","il","sayi",""
"","","","","Adana(Yüreğir)-1748","4468",""
"","","","","Adıyaman(Besni)-1182","672",""
"","","","","Adıyaman(Çelikhan)-1246","140",""
"","","","","Adıyaman(Gerger)-1347","218",""
"","","","","Adıyaman(Gölbaşı)-1354","426",""
"","","","","Adıyaman(Kahta)-1425","1375",""
"","","","","Adıyaman(Merkez)-1105","3105",""
"","","","","Adıyaman(Samsat)-1592","103",""
"","","","","Adıyaman(Sincik)-1985","167",""
"","","","","Adıyaman(Tut)-1989","85",""
"","","","","Afyonkarahisar(Başmakçı)-1771","50",""
"","","","","Afyonkarahisar(Bayat)-1773","69",""
"","","","","Afyonkarahisar(Bolvadin)-1200","297",""
"","","","","Afyonkarahisar(Çay)-1239","190",""
"","","","","Afyonkarahisar(Çobanlar)-1906","153",""
"","","","","Afyonkarahisar(Dazkırı)-1267","86",""
"","","","","Afyonkarahisar(Dinar)-1281","305",""
"","","","","Afyonkarahisar(Emirdağ)-1306","220",""
"","","","","Afyonkarahisar(Evciler)-1923","44",""
"","","","","Afyonkarahisar(Hocalar)-1944","46",""
"","","","","Afyonkarahisar(İhsaniye)-1404","251",""
"","","","","Afyonkarahisar(İscehisar)-1809","229",""
"","","","","Afyonkarahisar(Kızılören)-1961","11",""
"","","","","Afyonkarahisar(Merkez)-1108","2303",""
"","","","","Afyonkarahisar(Sandıklı)-1594","336",""
"","","","","Afyonkarahisar(Sinanpaşa)-1626","291",""
"","","","","Afyonkarahisar(Şuhut)-1664","237",""
"","","","","Afyonkarahisar(Sultandağı)-1639","66",""
"","","","","Ağrı(Diyadin)-1283","623",""
"","","","","Ağrı(Doğubayazıt)-1287","1563",""
"","","","","Ağrı(Eleşkirt)-1301","429",""
"","","","","Ağrı(Hamur)-1379","273",""
"","","","","Ağrı(Merkez)-1111","1943",""
"","","","","Ağrı(Patnos)-1568","1965",""
"","","","","Ağrı(Taşlıçay)-1667","295",""
"","","","","Ağrı(Tutak)-1691","466",""
"","","","","Aksaray(Ağaçören)-1860","52",""
"","","","","Aksaray(Eskil)-1921","250",""
"","","","","Aksaray(Gülağaç)-1932","174",""
"","","","","Aksaray(Güzelyurt)-1861","87",""
"","","","","Aksaray(Merkez)-1120","2440",""
"","","","","Aksaray(Ortaköy)-1557","166",""
"","","","","Aksaray(Sarıyahşi)-1866","20",""
"","","","","Amasya(Göynücek)-1363","41",""
"","","","","Amasya(Gümüşhacıköy)-1368","99",""
"","","","","Amasya(Hamamözü)-1938","21",""
"","","","","Amasya(Merkez)-1134","795",""
"","","","","Amasya(Merzifon)-1524","410",""
"","","","","Amasya(Suluova)-1641","288",""
"","","","","Amasya(Taşova)-1668","132",""
"","","","","Ankara(Akyurt)-1872","252",""
"","","","","Ankara(Altındağ)-1130","2779",""
"","","","","Ankara(Ayaş)-1157","57",""
"","","","","Ankara(Bala)-1167","108",""
"","","","","Ankara(Beypazarı)-1187","309",""
"","","","","Ankara(Çamlıdere)-1227","27",""
"","","","","Ankara(Çankaya)-1231","4242",""
"","","","","Ankara(Çubuk)-1260","674",""
"","","","","Ankara(Elmadağ)-1302","283",""
"","","","","Ankara(Etimesgut)-1922","4511",""
"","","","","Ankara(Evren)-1924","18",""
"","","","","Ankara(Gölbaşı)-1744","1033",""
"","","","","Ankara(Güdül)-1365","27",""
"","","","","Ankara(Haymana)-1387","191",""
"","","","","Ankara(Kalecik)-1427","52",""
"","","","","Ankara(Kazan)-1815","432",""
"","","","","Ankara(Keçiören)-1745","6449",""
"","","","","Ankara(Kızılcahamam)-1473","112",""
"","","","","Ankara(Mamak)-1746","4534",""
"","","","","Ankara(Nallıhan)-1539","169",""
"","","","","Ankara(Polatlı)-1578","872",""
"","","","","Ankara(Pursaklar)-2034","1172",""
"","","","","Ankara(Şereflikoçhisar)-1658","214",""
"","","","","Ankara(Sincan)-1747","4028",""
"","","","","Ankara(Yenimahalle)-1723","4457",""
"","","","","Antalya(Akseki)-1121","54",""
"","","","","Antalya(Aksu)-2035","575",""
"","","","","Antalya(Alanya)-1126","2186",""
"","","","","Antalya(Demre)-1811","124",""
"","","","","Antalya(Döşemealtı)-2036","372",""
"","","","","Antalya(Elmalı)-1303","205",""
"","","","","Antalya(Finike)-1333","298",""
"","","","","Antalya(Gazipaşa)-1337","318",""
"","","","","Antalya(Gündoğmuş)-1370","30",""
"","","","","Antalya(İbradı)-1946","15",""
"","","","","Antalya(Kaş)-1451","376",""
"","","","","Antalya(Kemer)-1959","329",""
"","","","","Antalya(Kepez)-2037","4471",""
"","","","","Antalya(Konyaaltı)-2038","994",""
"","","","","Antalya(Korkuteli)-1483","323",""
"","","","","Antalya(Kumluca)-1492","480",""
"","","","","Antalya(Manavgat)-1512","1892",""
"","","","","Antalya(Muratpaşa)-2039","3162",""
"","","","","Antalya(Serik)-1616","881",""
"","","","","Ardahan(Çıldır)-1252","41",""
"","","","","Ardahan(Damal)-2008","27",""
"","","","","Ardahan(Göle)-1356","212",""
"","","","","Ardahan(Hanak)-1380","57",""
"","","","","Ardahan(Merkez)-1144","352",""
"","","","","Ardahan(Posof)-1579","32",""
"","","","","Artvin(Ardanuç)-1145","37",""
"","","","","Artvin(Arhavi)-1147","127",""
"","","","","Artvin(Borçka)-1202","137",""
"","","","","Artvin(Hopa)-1395","244",""
"","","","","Artvin(Merkez)-1152","228",""
"","","","","Artvin(Murgul)-1828","41",""
"","","","","Artvin(Şavşat)-1653","46",""
"","","","","Artvin(Yusufeli)-1736","99",""
"","","","","Aydın(Bozdoğan)-1206","193",""
"","","","","Aydın(Buharkent)-1781","97",""
"","","","","Aydın(Çine)-1256","240",""
"","","","","Aydın(Didim)-2000","453",""
"","","","","Aydın(Efeler)-2076","1805",""
"","","","","Aydın(Germencik)-1348","357",""
"","","","","Aydın(İncirliova)-1807","419",""
"","","","","Aydın(Karacasu)-1435","98",""
"","","","","Aydın(Karpuzlu)-1957","42",""
"","","","","Aydın(Koçarlı)-1479","94",""
"","","","","Aydın(Köşk)-1968","170",""
"","","","","Aydın(Kuşadası)-1497","617",""
"","","","","Aydın(Kuyucak)-1498","123",""
"","","","","Aydın(Nazilli)-1542","897",""
"","","","","Aydın(Söke)-1637","790",""
"","","","","Aydın(Sultanhisar)-1640","134",""
"","","","","Aydın(Yenipazar)-1724","62",""
"","","","","Balıkesir(Altıeylül)-2077","993",""
"","","","","Balıkesir(Ayvalık)-1161","350",""
"","","","","Balıkesir(Balya)-1169","45",""
"","","","","Balıkesir(Bandırma)-1171","873",""
"","","","","Balıkesir(Bigadiç)-1191","254",""
"","","","","Balıkesir(Burhaniye)-1216","290",""
"","","","","Balıkesir(Dursunbey)-1291","177",""
"","","","","Balıkesir(Edremit)-1294","768",""
"","","","","Balıkesir(Erdek)-1310","144",""
"","","","","Balıkesir(Gömeç)-1928","67",""
"","","","","Balıkesir(Gönen)-1360","349",""
"","","","","Balıkesir(Havran)-1384","190",""
"","","","","Balıkesir(İvrindi)-1418","139",""
"","","","","Balıkesir(Karesi)-2078","1088",""
"","","","","Balıkesir(Kepsut)-1462","87",""
"","","","","Balıkesir(Manyas)-1514","61",""
"","","","","Balıkesir(Marmara)-1824","47",""
"","","","","Balıkesir(Savaştepe)-1608","100",""
"","","","","Balıkesir(Sındırgı)-1619","107",""
"","","","","Balıkesir(Susurluk)-1644","191",""
"","","","","Bartın(Amasra)-1761","67",""
"","","","","Bartın(Kurucaşile)-1496","28",""
"","","","","Bartın(Merkez)-1172","771",""
"","","","","Bartın(Ulus)-1701","71",""
"","","","","Batman(Beşiri)-1184","376",""
"","","","","Batman(Gercüş)-1345","225",""
"","","","","Batman(Hasankeyf)-1941","75",""
"","","","","Batman(Kozluk)-1487","707",""
"","","","","Batman(Merkez)-1174","5280",""
"","","","","Batman(Sason)-1607","354",""
"","","","","Bayburt(Aydıntepe)-1767","41",""
"","","","","Bayburt(Demirözü)-1788","67",""
"","","","","Bayburt(Merkez)-1176","480",""
"","","","","Bilecik(Bozüyük)-1210","541",""
"","","","","Bilecik(Gölpazarı)-1359","28",""
"","","","","Bilecik(İnhisar)-1948","5",""
"","","","","Bilecik(Merkez)-1192","475",""
"","","","","Bilecik(Osmaneli)-1559","139",""
"","","","","Bilecik(Pazaryeri)-1571","44",""
"","","","","Bilecik(Söğüt)-1636","83",""
"","","","","Bilecik(Yenipazar)-1857","7",""
"","","","","Bingöl(Adaklı)-1750","53",""
"","","","","Bingöl(Genç)-1344","318",""
"","","","","Bingöl(Karlıova)-1446","328",""
"","","","","Bingöl(Kiğı)-1475","25",""
"","","","","Bingöl(Merkez)-1193","1522",""
"","","","","Bingöl(Solhan)-1633","359",""
"","","","","Bingöl(Yayladere)-1855","10",""
"","","","","Bingöl(Yedisu)-1996","16",""
"","","","","Bitlis(Adilcevaz)-1106","456",""
"","","","","Bitlis(Ahlat)-1112","535",""
"","","","","Bitlis(Güroymak)-1798","647",""
"","","","","Bitlis(Hizan)-1394","350",""
"","","","","Bitlis(Merkez)-1196","724",""
"","","","","Bitlis(Mutki)-1537","408",""
"","","","","Bitlis(Tatvan)-1669","1096",""
"","","","","Bolu(Dörtdivan)-1916","22",""
"","","","","Bolu(Gerede)-1346","178",""
"","","","","Bolu(Göynük)-1364","93",""
"","","","","Bolu(Kıbrıscık)-1466","12",""
"","","","","Bolu(Mengen)-1522","57",""
"","","","","Bolu(Merkez)-1199","1181",""
"","","","","Bolu(Mudurnu)-1531","107",""
"","","","","Bolu(Seben)-1610","13",""
"","","","","Bolu(Yeniçağa)-1997","24",""
"","","","","Burdur(Ağlasun)-1109","35",""
"","","","","Burdur(Altınyayla)-1874","33",""
"","","","","Burdur(Bucak)-1211","405",""
"","","","","Burdur(Çavdır)-1899","86",""
"","","","","Burdur(Çeltikçi)-1903","22",""
"","","","","Burdur(Gölhisar)-1357","120",""
"","","","","Burdur(Karamanlı)-1813","42",""
"","","","","Burdur(Kemer)-1816","17",""
"","","","","Burdur(Merkez)-1215","585",""
"","","","","Burdur(Tefenni)-1672","51",""
"","","","","Burdur(Yeşilova)-1728","70",""
"","","","","Bursa(Büyükorhan)-1783","57",""
"","","","","Bursa(Gemlik)-1343","673",""
"","","","","Bursa(Gürsu)-1935","717",""
"","","","","Bursa(Harmancık)-1799","20",""
"","","","","Bursa(İnegöl)-1411","2149",""
"","","","","Bursa(İznik)-1420","235",""
"","","","","Bursa(Karacabey)-1434","534",""
"","","","","Bursa(Keles)-1457","50",""
"","","","","Bursa(Kestel)-1960","425",""
"","","","","Bursa(Mudanya)-1530","422",""
"","","","","Bursa(Mustafakemalpaşa)-1535","539",""
"","","","","Bursa(Nilüfer)-1829","2956",""
"","","","","Bursa(Orhaneli)-1553","99",""
"","","","","Bursa(Orhangazi)-1554","516",""
"","","","","Bursa(Osmangazi)-1832","6156",""
"","","","","Bursa(Yenişehir)-1725","288",""
"","","","","Bursa(Yıldırım)-1859","5211",""
"","","","","Çanakkale(Ayvacık)-1160","146",""
"","","","","Çanakkale(Bayramiç)-1180","140",""
"","","","","Çanakkale(Biga)-1190","468",""
"","","","","Çanakkale(Bozcaada)-1205","16",""
"","","","","Çanakkale(Çan)-1229","252",""
"","","","","Çanakkale(Eceabat)-1293","33",""
"","","","","Çanakkale(Ezine)-1326","151",""
"","","","","Çanakkale(Gelibolu)-1340","217",""
"","","","","Çanakkale(Gökçeada)-1408","61",""
"","","","","Çanakkale(Lapseki)-1503","130",""
"","","","","Çanakkale(Merkez)-1230","908",""
"","","","","Çanakkale(Yenice)-1722","118",""
"","","","","Çankırı(Atkaracalar)-1765","26",""
"","","","","Çankırı(Bayramören)-1885","9",""
"","","","","Çankırı(Çerkeş)-1248","97",""
"","","","","Çankırı(Eldivan)-1300","14",""
"","","","","Çankırı(Ilgaz)-1399","68",""
"","","","","Çankırı(Kızılırmak)-1817","33",""
"","","","","Çankırı(Korgun)-1963","17",""
"","","","","Çankırı(Kurşunlu)-1494","26",""
"","","","","Çankırı(Merkez)-1232","601",""
"","","","","Çankırı(Orta)-1555","49",""
"","","","","Çankırı(Şabanözü)-1649","67",""
"","","","","Çankırı(Yapraklı)-1718","39",""
"","","","","Çorum(Alaca)-1124","177",""
"","","","","Çorum(Bayat)-1177","97",""
"","","","","Çorum(Boğazkale)-1778","16",""
"","","","","Çorum(Dodurga)-1911","19",""
"","","","","Çorum(İskilip)-1414","167",""
"","","","","Çorum(Kargı)-1445","48",""
"","","","","Çorum(Laçin)-1972","12",""
"","","","","Çorum(Mecitözü)-1520","53",""
"","","","","Çorum(Merkez)-1259","1963",""
"","","","","Çorum(Oğuzlar)-1976","33",""
"","","","","Çorum(Ortaköy)-1556","44",""
"","","","","Çorum(Osmancık)-1558","253",""
"","","","","Çorum(Sungurlu)-1642","291",""
"","","","","Çorum(Uğurludağ)-1850","27",""
"","","","","Denizli(Acıpayam)-1102","300",""
"","","","","Denizli(Babadağ)-1769","34",""
"","","","","Denizli(Baklan)-1881","29",""
"","","","","Denizli(Bekilli)-1774","24",""
"","","","","Denizli(Beyağaç)-1888","34",""
"","","","","Denizli(Bozkurt)-1889","48",""
"","","","","Denizli(Buldan)-1214","162",""
"","","","","Denizli(Çal)-1224","73",""
"","","","","Denizli(Çameli)-1226","81",""
"","","","","Denizli(Çardak)-1233","55",""
"","","","","Denizli(Çivril)-1257","396",""
"","","","","Denizli(Güney)-1371","53",""
"","","","","Denizli(Honaz)-1803","207",""
"","","","","Denizli(Kale)-1426","114",""
"","","","","Denizli(Merkezefendi)-2079","2119",""
"","","","","Denizli(Pamukkale)-1871","2312",""
"","","","","Denizli(Sarayköy)-1597","196",""
"","","","","Denizli(Serinhisar)-1840","82",""
"","","","","Denizli(Tavas)-1670","195",""
"","","","","Diyarbakır(Bağlar)-2040","4740",""
"","","","","Diyarbakır(Bismil)-1195","1585",""
"","","","","Diyarbakır(Çermik)-1249","614",""
"","","","","Diyarbakır(Çınar)-1253","1122",""
"","","","","Diyarbakır(Çüngüş)-1263","102",""
"","","","","Diyarbakır(Dicle)-1278","501",""
"","","","","Diyarbakır(Eğil)-1791","277",""
"","","","","Diyarbakır(Ergani)-1315","1627",""
"","","","","Diyarbakır(Hani)-1381","450",""
"","","","","Diyarbakır(Hazro)-1389","189",""
"","","","","Diyarbakır(Kayapınar)-2041","3782",""
"","","","","Diyarbakır(Kocaköy)-1962","210",""
"","","","","Diyarbakır(Kulp)-1490","403",""
"","","","","Diyarbakır(Lice)-1504","280",""
"","","","","Diyarbakır(Silvan)-1624","1076",""
"","","","","Diyarbakır(Sur)-2042","1406",""
"","","","","Diyarbakır(Yenişehir)-2043","2383",""
"","","","","Düzce(Akçakoca)-1116","198",""
"","","","","Düzce(Çilimli)-1905","104",""
"","","","","Düzce(Cumayeri)-1784","107",""
"","","","","Düzce(Gölyaka)-1794","141",""
"","","","","Düzce(Gümüşova)-2017","87",""
"","","","","Düzce(Kaynaşlı)-2031","130",""
"","","","","Düzce(Merkez)-1292","1649",""
"","","","","Düzce(Yığılca)-1730","104",""
"","","","","Edirne(Enez)-1307","53",""
"","","","","Edirne(Havsa)-1385","70",""
"","","","","Edirne(İpsala)-1412","129",""
"","","","","Edirne(Keşan)-1464","433",""
"","","","","Edirne(Lalapaşa)-1502","20",""
"","","","","Edirne(Meriç)-1523","43",""
"","","","","Edirne(Merkez)-1295","918",""
"","","","","Edirne(Süloğlu)-1988","41",""
"","","","","Edirne(Uzunköprü)-1705","242",""
"","","","","Elazığ(Ağın)-1110","7",""
"","","","","Elazığ(Alacakaya)-1873","54",""
"","","","","Elazığ(Arıcak)-1762","150",""
"","","","","Elazığ(Baskil)-1173","75",""
"","","","","Elazığ(Karakoçan)-1438","219",""
"","","","","Elazığ(Keban)-1455","26",""
"","","","","Elazığ(Kovancılar)-1820","359",""
"","","","","Elazığ(Maden)-1506","51",""
"","","","","Elazığ(Merkez)-1298","3079",""
"","","","","Elazığ(Palu)-1566","172",""
"","","","","Elazığ(Sivrice)-1631","53",""
"","","","","Erzincan(Çayırlı)-1243","58",""
"","","","","Erzincan(İliç)-1406","67",""
"","","","","Erzincan(Kemah)-1459","19",""
"","","","","Erzincan(Kemaliye)-1460","21",""
"","","","","Erzincan(Merkez)-1318","1105",""
"","","","","Erzincan(Otlukbeli)-1977","20",""
"","","","","Erzincan(Refahiye)-1583","52",""
"","","","","Erzincan(Tercan)-1675","120",""
"","","","","Erzincan(Üzümlü)-1853","98",""
"","","","","Erzurum(Aşkale)-1153","206",""
"","","","","Erzurum(Aziziye)-1945","487",""
"","","","","Erzurum(Çat)-1235","190",""
"","","","","Erzurum(Hınıs)-1392","290",""
"","","","","Erzurum(Horasan)-1396","482",""
"","","","","Erzurum(İspir)-1416","86",""
"","","","","Erzurum(Karaçoban)-1812","340",""
"","","","","Erzurum(Karayazı)-1444","358",""
"","","","","Erzurum(Köprüköy)-1967","170",""
"","","","","Erzurum(Narman)-1540","105",""
"","","","","Erzurum(Oltu)-1550","207",""
"","","","","Erzurum(Olur)-1551","31",""
"","","","","Erzurum(Palandöken)-2044","1651",""
"","","","","Erzurum(Pasinler)-1567","320",""
"","","","","Erzurum(Pazaryolu)-1865","27",""
"","","","","Erzurum(Şenkaya)-1657","86",""
"","","","","Erzurum(Tekman)-1674","338",""
"","","","","Erzurum(Tortum)-1683","91",""
"","","","","Erzurum(Uzundere)-1851","62",""
"","","","","Erzurum(Yakutiye)-2045","1685",""
"","","","","Eskişehir(Alpu)-1759","70",""
"","","","","Eskişehir(Beylikova)-1777","29",""
"","","","","Eskişehir(Çifteler)-1255","104",""
"","","","","Eskişehir(Günyüzü)-1934","25",""
"","","","","Eskişehir(Han)-1939","8",""
"","","","","Eskişehir(İnönü)-1808","22",""
"","","","","Eskişehir(Mahmudiye)-1508","49",""
"","","","","Eskişehir(Mihalgazi)-1973","17",""
"","","","","Eskişehir(Mihalıççık)-1527","35",""
"","","","","Eskişehir(Odunpazarı)-2046","2315",""
"","","","","Eskişehir(Sarıcakaya)-1599","17",""
"","","","","Eskişehir(Seyitgazi)-1618","60",""
"","","","","Eskişehir(Sivrihisar)-1632","94",""
"","","","","Eskişehir(Tepebaşı)-2047","1954",""
"","","","","Gaziantep(Araban)-1139","371",""
"","","","","Gaziantep(İslahiye)-1415","622",""
"","","","","Gaziantep(Karkamış)-1956","89",""
"","","","","Gaziantep(Nizip)-1546","1660",""
"","","","","Gaziantep(Nurdağı)-1974","408",""
"","","","","Gaziantep(Oğuzeli)-1549","322",""
"","","","","Gaziantep(Şahinbey)-1841","10478",""
"","","","","Gaziantep(Şehitkamil)-1844","8912",""
"","","","","Gaziantep(Yavuzeli)-1720","303",""
"","","","","Giresun(Alucra)-1133","36",""
"","","","","Giresun(Bulancak)-1212","352",""
"","","","","Giresun(Çamoluk)-1893","25",""
"","","","","Giresun(Çanakçı)-1894","23",""
"","","","","Giresun(Dereli)-1272","89",""
"","","","","Giresun(Doğankent)-1912","39",""
"","","","","Giresun(Espiye)-1320","168",""
"","","","","Giresun(Eynesil)-1324","46",""
"","","","","Giresun(Görele)-1361","146",""
"","","","","Giresun(Güce)-1930","49",""
"","","","","Giresun(Keşap)-1465","62",""
"","","","","Giresun(Merkez)-1352","732",""
"","","","","Giresun(Piraziz)-1837","41",""
"","","","","Giresun(Şebinkarahisar)-1654","96",""
"","","","","Giresun(Tirebolu)-1678","138",""
"","","","","Giresun(Yağlıdere)-1854","74",""
"","","","","Gümüşhane(Kelkit)-1458","275",""
"","","","","Gümüşhane(Köse)-1822","41",""
"","","","","Gümüşhane(Kürtün)-1971","71",""
"","","","","Gümüşhane(Merkez)-1369","347",""
"","","","","Gümüşhane(Şiran)-1660","95",""
"","","","","Gümüşhane(Torul)-1684","60",""
"","","","","Hakkari(Çukurca)-1261","112",""
"","","","","Hakkari(Merkez)-1377","755",""
"","","","","Hakkari(Şemdinli)-1656","638",""
"","","","","Hakkari(Yüksekova)-1737","1190",""
"","","","","Hatay(Altınözü)-1131","736",""
"","","","","Hatay(Antakya)-2080","3710",""
"","","","","Hatay(Arsuz)-2081","702",""
"","","","","Hatay(Belen)-1887","247",""
"","","","","Hatay(Defne)-2082","1185",""
"","","","","Hatay(Dörtyol)-1289","1073",""
"","","","","Hatay(Erzin)-1792","377",""
"","","","","Hatay(Hassa)-1382","509",""
"","","","","Hatay(İskenderun)-1413","1949",""
"","","","","Hatay(Kırıkhan)-1468","1155",""
"","","","","Hatay(Kumlu)-1970","145",""
"","","","","Hatay(Payas)-2083","371",""
"","","","","Hatay(Reyhanlı)-1585","1263",""
"","","","","Hatay(Samandağ)-1591","1091",""
"","","","","Hatay(Yayladağı)-1721","226",""
"","","","","Iğdır(Aralık)-1142","211",""
"","","","","Iğdır(Karakoyunlu)-2011","127",""
"","","","","Iğdır(Merkez)-1398","1570",""
"","","","","Iğdır(Tuzluca)-1692","235",""
"","","","","Isparta(Aksu)-1755","16",""
"","","","","Isparta(Atabey)-1154","29",""
"","","","","Isparta(Eğirdir)-1297","187",""
"","","","","Isparta(Gelendost)-1341","81",""
"","","","","Isparta(Gönen)-1929","40",""
"","","","","Isparta(Keçiborlu)-1456","59",""
"","","","","Isparta(Merkez)-1401","1517",""
"","","","","Isparta(Şarkikaraağaç)-1651","121",""
"","","","","Isparta(Senirkent)-1615","69",""
