"cinsiyet","","","yil","il","sayi",""
"","","","","Diyarbakır(Kocaköy)-1962","212",""
"","","","","Diyarbakır(Kulp)-1490","426",""
"","","","","Diyarbakır(Lice)-1504","298",""
"","","","","Diyarbakır(Silvan)-1624","1189",""
"","","","","Diyarbakır(Sur)-2042","1790",""
"","","","","Diyarbakır(Yenişehir)-2043","2516",""
"","","","","Düzce(Akçakoca)-1116","205",""
"","","","","Düzce(Çilimli)-1905","114",""
"","","","","Düzce(Cumayeri)-1784","92",""
"","","","","Düzce(Gölyaka)-1794","135",""
"","","","","Düzce(Gümüşova)-2017","93",""
"","","","","Düzce(Kaynaşlı)-2031","142",""
"","","","","Düzce(Merkez)-1292","1661",""
"","","","","Düzce(Yığılca)-1730","119",""
"","","","","Edirne(Enez)-1307","40",""
"","","","","Edirne(Havsa)-1385","79",""
"","","","","Edirne(İpsala)-1412","145",""
"","","","","Edirne(Keşan)-1464","449",""
"","","","","Edirne(Lalapaşa)-1502","20",""
"","","","","Edirne(Meriç)-1523","46",""
"","","","","Edirne(Merkez)-1295","904",""
"","","","","Edirne(Süloğlu)-1988","34",""
"","","","","Edirne(Uzunköprü)-1705","273",""
"","","","","Elazığ(Ağın)-1110","11",""
"","","","","Elazığ(Alacakaya)-1873","61",""
"","","","","Elazığ(Arıcak)-1762","172",""
"","","","","Elazığ(Baskil)-1173","115",""
"","","","","Elazığ(Karakoçan)-1438","251",""
"","","","","Elazığ(Keban)-1455","45",""
"","","","","Elazığ(Kovancılar)-1820","432",""
"","","","","Elazığ(Maden)-1506","86",""
"","","","","Elazığ(Merkez)-1298","2977",""
"","","","","Elazığ(Palu)-1566","245",""
"","","","","Elazığ(Sivrice)-1631","66",""
"","","","","Erzincan(Çayırlı)-1243","71",""
"","","","","Erzincan(İliç)-1406","71",""
"","","","","Erzincan(Kemah)-1459","29",""
"","","","","Erzincan(Kemaliye)-1460","25",""
"","","","","Erzincan(Merkez)-1318","1037",""
"","","","","Erzincan(Otlukbeli)-1977","16",""
"","","","","Erzincan(Refahiye)-1583","46",""
"","","","","Erzincan(Tercan)-1675","126",""
"","","","","Erzincan(Üzümlü)-1853","83",""
"","","","","Erzurum(Aşkale)-1153","261",""
"","","","","Erzurum(Aziziye)-1945","477",""
"","","","","Erzurum(Çat)-1235","171",""
"","","","","Erzurum(Hınıs)-1392","380",""
"","","","","Erzurum(Horasan)-1396","549",""
"","","","","Erzurum(İspir)-1416","108",""
"","","","","Erzurum(Karaçoban)-1812","389",""
"","","","","Erzurum(Karayazı)-1444","393",""
"","","","","Erzurum(Köprüköy)-1967","197",""
"","","","","Erzurum(Narman)-1540","144",""
"","","","","Erzurum(Oltu)-1550","210",""
"","","","","Erzurum(Olur)-1551","29",""
"","","","","Erzurum(Palandöken)-2044","1669",""
"","","","","Erzurum(Pasinler)-1567","371",""
"","","","","Erzurum(Pazaryolu)-1865","20",""
"","","","","Erzurum(Şenkaya)-1657","136",""
"","","","","Erzurum(Tekman)-1674","389",""
"","","","","Erzurum(Tortum)-1683","122",""
"","","","","Erzurum(Uzundere)-1851","50",""
"","","","","Erzurum(Yakutiye)-2045","1708",""
"","","","","Eskişehir(Alpu)-1759","80",""
"","","","","Eskişehir(Beylikova)-1777","36",""
"","","","","Eskişehir(Çifteler)-1255","85",""
"","","","","Eskişehir(Günyüzü)-1934","19",""
"","","","","Eskişehir(Han)-1939","6",""
"","","","","Eskişehir(İnönü)-1808","32",""
"","","","","Eskişehir(Mahmudiye)-1508","56",""
"","","","","Eskişehir(Mihalgazi)-1973","12",""
"","","","","Eskişehir(Mihalıççık)-1527","49",""
"","","","","Eskişehir(Odunpazarı)-2046","2288",""
"","","","","Eskişehir(Sarıcakaya)-1599","22",""
"","","","","Eskişehir(Seyitgazi)-1618","54",""
"","","","","Eskişehir(Sivrihisar)-1632","106",""
"","","","","Eskişehir(Tepebaşı)-2047","2043",""
"","","","","Gaziantep(Araban)-1139","369",""
"","","","","Gaziantep(İslahiye)-1415","632",""
"","","","","Gaziantep(Karkamış)-1956","133",""
"","","","","Gaziantep(Nizip)-1546","1630",""
"","","","","Gaziantep(Nurdağı)-1974","463",""
"","","","","Gaziantep(Oğuzeli)-1549","346",""
"","","","","Gaziantep(Şahinbey)-1841","10820",""
"","","","","Gaziantep(Şehitkamil)-1844","9270",""
"","","","","Gaziantep(Yavuzeli)-1720","318",""
"","","","","Giresun(Alucra)-1133","45",""
"","","","","Giresun(Bulancak)-1212","400",""
"","","","","Giresun(Çamoluk)-1893","19",""
"","","","","Giresun(Çanakçı)-1894","25",""
"","","","","Giresun(Dereli)-1272","93",""
"","","","","Giresun(Doğankent)-1912","34",""
"","","","","Giresun(Espiye)-1320","180",""
"","","","","Giresun(Eynesil)-1324","54",""
"","","","","Giresun(Görele)-1361","151",""
"","","","","Giresun(Güce)-1930","57",""
"","","","","Giresun(Keşap)-1465","73",""
"","","","","Giresun(Merkez)-1352","716",""
"","","","","Giresun(Piraziz)-1837","46",""
"","","","","Giresun(Şebinkarahisar)-1654","121",""
"","","","","Giresun(Tirebolu)-1678","165",""
"","","","","Giresun(Yağlıdere)-1854","90",""
"","","","","Gümüşhane(Kelkit)-1458","295",""
"","","","","Gümüşhane(Köse)-1822","44",""
"","","","","Gümüşhane(Kürtün)-1971","101",""
"","","","","Gümüşhane(Merkez)-1369","343",""
"","","","","Gümüşhane(Şiran)-1660","105",""
"","","","","Gümüşhane(Torul)-1684","79",""
"","","","","Hakkari(Çukurca)-1261","130",""
"","","","","Hakkari(Merkez)-1377","919",""
"","","","","Hakkari(Şemdinli)-1656","776",""
"","","","","Hakkari(Yüksekova)-1737","1356",""
"","","","","Hatay(Altınözü)-1131","815",""
"","","","","Hatay(Antakya)-2080","3793",""
"","","","","Hatay(Arsuz)-2081","728",""
"","","","","Hatay(Belen)-1887","274",""
"","","","","Hatay(Defne)-2082","1256",""
"","","","","Hatay(Dörtyol)-1289","1178",""
"","","","","Hatay(Erzin)-1792","390",""
"","","","","Hatay(Hassa)-1382","534",""
"","","","","Hatay(İskenderun)-1413","2142",""
"","","","","Hatay(Kırıkhan)-1468","1166",""
"","","","","Hatay(Kumlu)-1970","173",""
"","","","","Hatay(Payas)-2083","414",""
"","","","","Hatay(Reyhanlı)-1585","1269",""
"","","","","Hatay(Samandağ)-1591","1243",""
"","","","","Hatay(Yayladağı)-1721","274",""
"","","","","Iğdır(Aralık)-1142","271",""
"","","","","Iğdır(Karakoyunlu)-2011","133",""
"","","","","Iğdır(Merkez)-1398","1575",""
"","","","","Iğdır(Tuzluca)-1692","293",""
"","","","","Isparta(Aksu)-1755","21",""
"","","","","Isparta(Atabey)-1154","24",""
"","","","","Isparta(Eğirdir)-1297","201",""
"","","","","Isparta(Gelendost)-1341","93",""
"","","","","Isparta(Gönen)-1929","34",""
"","","","","Isparta(Keçiborlu)-1456","66",""
"","","","","Isparta(Merkez)-1401","1534",""
"","","","","Isparta(Şarkikaraağaç)-1651","161",""
"","","","","Isparta(Senirkent)-1615","73",""
"","","","","Isparta(Sütçüler)-1648","46",""
"","","","","Isparta(Uluborlu)-1699","35",""
"","","","","Isparta(Yalvaç)-1717","284",""
"","","","","Isparta(Yenişarbademli)-2001","9",""
"","","","","İstanbul(Adalar)-1103","84",""
"","","","","İstanbul(Arnavutköy)-2048","2352",""
"","","","","İstanbul(Ataşehir)-2049","3197",""
"","","","","İstanbul(Avcılar)-2003","3560",""
"","","","","İstanbul(Bağcılar)-2004","7241",""
"","","","","İstanbul(Bahçelievler)-2005","4825",""
"","","","","İstanbul(Bakırköy)-1166","1084",""
"","","","","İstanbul(Başakşehir)-2050","3392",""
"","","","","İstanbul(Bayrampaşa)-1886","1929",""
"","","","","İstanbul(Beşiktaş)-1183","859",""
"","","","","İstanbul(Beykoz)-1185","1709",""
"","","","","İstanbul(Beylikdüzü)-2051","1995",""
"","","","","İstanbul(Beyoğlu)-1186","1805",""
"","","","","İstanbul(Büyükçekmece)-1782","1669",""
"","","","","İstanbul(Çatalca)-1237","358",""
"","","","","İstanbul(Çekmeköy)-2052","2046",""
"","","","","İstanbul(Esenler)-2016","4307",""
"","","","","İstanbul(Esenyurt)-2053","7566",""
"","","","","İstanbul(Eyüp)-1325","2816",""
"","","","","İstanbul(Fatih)-1327","2714",""
"","","","","İstanbul(Gaziosmanpaşa)-1336","4410",""
"","","","","İstanbul(Güngören)-2010","2489",""
"","","","","İstanbul(Kadıköy)-1421","2102",""
"","","","","İstanbul(Kağıthane)-1810","3407",""
"","","","","İstanbul(Kartal)-1449","3379",""
"","","","","İstanbul(Küçükçekmece)-1823","6566",""
"","","","","İstanbul(Maltepe)-2012","3312",""
"","","","","İstanbul(Pendik)-1835","5976",""
"","","","","İstanbul(Sancaktepe)-2054","3350",""
"","","","","İstanbul(Sarıyer)-1604","2142",""
"","","","","İstanbul(Şile)-1659","133",""
"","","","","İstanbul(Silivri)-1622","1155",""
"","","","","İstanbul(Şişli)-1663","1479",""
"","","","","İstanbul(Sultanbeyli)-2014","3503",""
"","","","","İstanbul(Sultangazi)-2055","5273",""
"","","","","İstanbul(Tuzla)-2015","1838",""
"","","","","İstanbul(Ümraniye)-1852","5834",""
"","","","","İstanbul(Üsküdar)-1708","3333",""
"","","","","İstanbul(Zeytinburnu)-1739","2479",""
"","","","","İzmir(Aliağa)-1128","711",""
"","","","","İzmir(Balçova)-2006","369",""
"","","","","İzmir(Bayındır)-1178","228",""
"","","","","İzmir(Bayraklı)-2056","2237",""
"","","","","İzmir(Bergama)-1181","557",""
"","","","","İzmir(Beydağ)-1776","56",""
"","","","","İzmir(Bornova)-1203","2953",""
"","","","","İzmir(Buca)-1780","3260",""
"","","","","İzmir(Çeşme)-1251","212",""
"","","","","İzmir(Çiğli)-2007","1162",""
"","","","","İzmir(Dikili)-1280","184",""
"","","","","İzmir(Foça)-1334","135",""
"","","","","İzmir(Gaziemir)-2009","905",""
"","","","","İzmir(Güzelbahçe)-2018","117",""
"","","","","İzmir(Karabağlar)-2057","3279",""
"","","","","İzmir(Karaburun)-1432","22",""
"","","","","İzmir(Karşıyaka)-1448","1699",""
"","","","","İzmir(Kemalpaşa)-1461","827",""
"","","","","İzmir(Kınık)-1467","204",""
"","","","","İzmir(Kiraz)-1477","242",""
"","","","","İzmir(Konak)-1819","2224",""
"","","","","İzmir(Menderes)-1826","553",""
"","","","","İzmir(Menemen)-1521","1369",""
"","","","","İzmir(Narlıdere)-2013","321",""
"","","","","İzmir(Ödemiş)-1563","717",""
"","","","","İzmir(Seferihisar)-1611","216",""
"","","","","İzmir(Selçuk)-1612","229",""
"","","","","İzmir(Tire)-1677","483",""
"","","","","İzmir(Torbalı)-1682","1308",""
"","","","","İzmir(Urla)-1703","281",""
"","","","","Kahramanmaraş(Afşin)-1107","774",""
"","","","","Kahramanmaraş(Andırın)-1136","203",""
"","","","","Kahramanmaraş(Çağlayancerit)-1785","245",""
"","","","","Kahramanmaraş(Dulkadiroğlu)-2084","2339",""
"","","","","Kahramanmaraş(Ekinözü)-1919","107",""
"","","","","Kahramanmaraş(Elbistan)-1299","1329",""
"","","","","Kahramanmaraş(Göksun)-1353","422",""
"","","","","Kahramanmaraş(Nurhak)-1975","90",""
"","","","","Kahramanmaraş(Onikişubat)-2085","4056",""
"","","","","Kahramanmaraş(Pazarcık)-1570","687",""
"","","","","Kahramanmaraş(Türkoğlu)-1694","799",""
"","","","","Karabük(Eflani)-1296","39",""
"","","","","Karabük(Eskipazar)-1321","68",""
"","","","","Karabük(Merkez)-1433","623",""
"","","","","Karabük(Ovacık)-1561","12",""
"","","","","Karabük(Safranbolu)-1587","317",""
"","","","","Karabük(Yenice)-1856","85",""
"","","","","Karaman(Ayrancı)-1768","45",""
"","","","","Karaman(Başyayla)-1884","17",""
"","","","","Karaman(Ermenek)-1316","181",""
"","","","","Karaman(Kazımkarabekir)-1862","38",""
"","","","","Karaman(Merkez)-1439","1411",""
"","","","","Karaman(Sarıveliler)-1983","78",""
"","","","","Kars(Akyaka)-1756","110",""
"","","","","Kars(Arpaçay)-1149","126",""
"","","","","Kars(Digor)-1279","329",""
"","","","","Kars(Kağızman)-1424","578",""
"","","","","Kars(Merkez)-1447","1085",""
"","","","","Kars(Sarıkamış)-1601","507",""
"","","","","Kars(Selim)-1614","253",""
"","","","","Kars(Susuz)-1645","94",""
"","","","","Kastamonu(Abana)-1101","10",""
"","","","","Kastamonu(Ağlı)-1867","14",""
"","","","","Kastamonu(Araç)-1140","105",""
"","","","","Kastamonu(Azdavay)-1162","32",""
"","","","","Kastamonu(Bozkurt)-1208","38",""
"","","","","Kastamonu(Çatalzeytin)-1238","18",""
"","","","","Kastamonu(Cide)-1221","88",""
"","","","","Kastamonu(Daday)-1264","34",""
"","","","","Kastamonu(Devrekani)-1277","59",""
"","","","","Kastamonu(Doğanyurt)-1915","28",""
"","","","","Kastamonu(Hanönü)-1940","21",""
"","","","","Kastamonu(İhsangazi)-1805","32",""
"","","","","Kastamonu(İnebolu)-1410","135",""
"","","","","Kastamonu(Küre)-1499","36",""
"","","","","Kastamonu(Merkez)-1450","820",""
"","","","","Kastamonu(Pınarbaşı)-1836","16",""
"","","","","Kastamonu(Şenpazar)-1845","20",""
"","","","","Kastamonu(Seydiler)-1984","19",""
"","","","","Kastamonu(Taşköprü)-1666","184",""
"","","","","Kastamonu(Tosya)-1685","221",""
"","","","","Kayseri(Akkışla)-1752","35",""
"","","","","Kayseri(Bünyan)-1218","193",""
"","","","","Kayseri(Develi)-1275","536",""
"","","","","Kayseri(Felahiye)-1330","40",""
"","","","","Kayseri(Hacılar)-1936","94",""
"","","","","Kayseri(İncesu)-1409","208",""
"","","","","Kayseri(Kocasinan)-1863","3237",""
"","","","","Kayseri(Melikgazi)-1864","4926",""
"","","","","Kayseri(Özvatan)-1978","18",""
"","","","","Kayseri(Pınarbaşı)-1576","214",""
"","","","","Kayseri(Sarıoğlan)-1603","106",""
"","","","","Kayseri(Sarız)-1605","59",""
"","","","","Kayseri(Talas)-1846","1112",""
"","","","","Kayseri(Tomarza)-1680","200",""
"","","","","Kayseri(Yahyalı)-1715","308",""
"","","","","Kayseri(Yeşilhisar)-1727","109",""
"","","","","Kilis(Elbeyli)-2023","72",""
"","","","","Kilis(Merkez)-1476","1154",""
"","","","","Kilis(Musabeyli)-2024","179",""
"","","","","Kilis(Polateli)-2025","75",""
"","","","","Kırıkkale(Bahşili)-1880","52",""
"","","","","Kırıkkale(Balışeyh)-1882","43",""
"","","","","Kırıkkale(Çelebi)-1901","12",""
"","","","","Kırıkkale(Delice)-1268","44",""
"","","","","Kırıkkale(Karakeçili)-1954","27",""
"","","","","Kırıkkale(Keskin)-1463","120",""
"","","","","Kırıkkale(Merkez)-1469","1187",""
"","","","","Kırıkkale(Sulakyurt)-1638","34",""
"","","","","Kırıkkale(Yahşihan)-1992","126",""
"","","","","Kırklareli(Babaeski)-1163","234",""
"","","","","Kırklareli(Demirköy)-1270","43",""
"","","","","Kırklareli(Kofçaz)-1480","11",""
"","","","","Kırklareli(Lüleburgaz)-1505","862",""
"","","","","Kırklareli(Merkez)-1471","472",""
"","","","","Kırklareli(Pehlivanköy)-1572","14",""
"","","","","Kırklareli(Pınarhisar)-1577","81",""
"","","","","Kırklareli(Vize)-1714","121",""
"","","","","Kırşehir(Akçakent)-1869","13",""
"","","","","Kırşehir(Akpınar)-1754","52",""
"","","","","Kırşehir(Boztepe)-1890","41",""
"","","","","Kırşehir(Çiçekdağı)-1254","89",""
"","","","","Kırşehir(Kaman)-1429","233",""
"","","","","Kırşehir(Merkez)-1472","957",""
"","","","","Kırşehir(Mucur)-1529","107",""
"","","","","Kocaeli(Başiskele)-2058","678",""
"","","","","Kocaeli(Çayırova)-2059","1120",""
"","","","","Kocaeli(Darıca)-2060","1607",""
"","","","","Kocaeli(Derince)-2030","1007",""
"","","","","Kocaeli(Dilovası)-2061","536",""
"","","","","Kocaeli(Gebze)-1338","3145",""
"","","","","Kocaeli(Gölcük)-1355","1148",""
"","","","","Kocaeli(İzmit)-2062","2387",""
"","","","","Kocaeli(Kandıra)-1430","270",""
"","","","","Kocaeli(Karamürsel)-1440","348",""
"","","","","Kocaeli(Kartepe)-2063","876",""
"","","","","Kocaeli(Körfez)-1821","1277",""
"","","","","Konya(Ahırlı)-1868","24",""
"","","","","Konya(Akören)-1753","36",""
"","","","","Konya(Akşehir)-1122","599",""
"","","","","Konya(Altınekin)-1760","157",""
"","","","","Konya(Beyşehir)-1188","513",""
"","","","","Konya(Bozkır)-1207","176",""
"","","","","Konya(Çeltik)-1902","73",""
"","","","","Konya(Cihanbeyli)-1222","503",""
"","","","","Konya(Çumra)-1262","553",""
"","","","","Konya(Derbent)-1907","24",""
"","","","","Konya(Derebucak)-1789","36",""
"","","","","Konya(Doğanhisar)-1285","81",""
"","","","","Konya(Emirgazi)-1920","99",""
"","","","","Konya(Ereğli)-1312","1096",""
"","","","","Konya(Güneysınır)-1933","75",""
"","","","","Konya(Hadim)-1375","85",""
"","","","","Konya(Halkapınar)-1937","28",""
"","","","","Konya(Hüyük)-1804","87",""
"","","","","Konya(Ilgın)-1400","337",""
"","","","","Konya(Kadınhanı)-1422","277",""
"","","","","Konya(Karapınar)-1441","443",""
"","","","","Konya(Karatay)-1814","3082",""
"","","","","Konya(Kulu)-1491","429",""
"","","","","Konya(Meram)-1827","2978",""
"","","","","Konya(Sarayönü)-1598","208",""
"","","","","Konya(Selçuklu)-1839","5174",""
"","","","","Konya(Seydişehir)-1617","403",""
"","","","","Konya(Taşkent)-1848","37",""
"","","","","Konya(Tuzlukçu)-1990","47",""
"","","","","Konya(Yalıhüyük)-1994","5",""
"","","","","Konya(Yunak)-1735","189",""
"","","","","Kütahya(Altıntaş)-1132","99",""
"","","","","Kütahya(Aslanapa)-1764","70",""
"","","","","Kütahya(Çavdarhisar)-1898","30",""
"","","","","Kütahya(Domaniç)-1288","55",""
"","","","","Kütahya(Dumlupınar)-1790","15",""
"","","","","Kütahya(Emet)-1304","102",""
"","","","","Kütahya(Gediz)-1339","291",""
"","","","","Kütahya(Hisarcık)-1802","92",""
"","","","","Kütahya(Merkez)-1500","1693",""
"","","","","Kütahya(Pazarlar)-1979","26",""
"","","","","Kütahya(Şaphane)-1843","23",""
"","","","","Kütahya(Simav)-1625","345",""
"","","","","Kütahya(Tavşanlı)-1671","637",""
"","","","","Malatya(Akçadağ)-1114","205",""
"","","","","Malatya(Arapgir)-1143","60",""
"","","","","Malatya(Arguvan)-1148","48",""
"","","","","Malatya(Battalgazi)-1772","2264",""
"","","","","Malatya(Darende)-1265","204",""
"","","","","Malatya(Doğanşehir)-1286","287",""
"","","","","Malatya(Doğanyol)-1914","40",""
"","","","","Malatya(Hekimhan)-1390","100",""
"","","","","Malatya(Kale)-1953","32",""
"","","","","Malatya(Kuluncak)-1969","63",""
"","","","","Malatya(Pütürge)-1582","135",""
"","","","","Malatya(Yazıhan)-1995","136",""
"","","","","Malatya(Yeşilyurt)-1729","2432",""
"","","","","Manisa(Ahmetli)-1751","78",""
"","","","","Manisa(Akhisar)-1118","1012",""
"","","","","Manisa(Alaşehir)-1127","717",""
"","","","","Manisa(Demirci)-1269","176",""
"","","","","Manisa(Gölmarmara)-1793","126",""
"","","","","Manisa(Gördes)-1362","126",""
"","","","","Manisa(Kırkağaç)-1470","222",""
"","","","","Manisa(Köprübaşı)-1965","58",""
"","","","","Manisa(Kula)-1489","244",""
"","","","","Manisa(Salihli)-1590","984",""
"","","","","Manisa(Sarıgöl)-1600","228",""
"","","","","Manisa(Saruhanlı)-1606","285",""
"","","","","Manisa(Şehzadeler)-2086","1312",""
"","","","","Manisa(Selendi)-1613","109",""
"","","","","Manisa(Soma)-1634","826",""
"","","","","Manisa(Turgutlu)-1689","1195",""
"","","","","Manisa(Yunusemre)-2087","1766",""
"","","","","Mardin(Artuklu)-2088","2058",""
"","","","","Mardin(Dargeçit)-1787","388",""
"","","","","Mardin(Derik)-1273","935",""
"","","","","Mardin(Kızıltepe)-1474","3367",""
"","","","","Mardin(Mazıdağı)-1519","499",""
"","","","","Mardin(Midyat)-1526","1194",""
"","","","","Mardin(Nusaybin)-1547","1433",""
"","","","","Mardin(Ömerli)-1564","188",""
"","","","","Mardin(Savur)-1609","363",""
"","","","","Mardin(Yeşilli)-2002","248",""
"","","","","Mersin(Akdeniz)-2064","2846",""
"","","","","Mersin(Anamur)-1135","375",""
"","","","","Mersin(Aydıncık)-1766","63",""
"","","","","Mersin(Bozyazı)-1779","170",""
"","","","","Mersin(Çamlıyayla)-1892","51",""
"","","","","Mersin(Erdemli)-1311","1016",""
"","","","","Mersin(Gülnar)-1366","166",""
"","","","","Mersin(Mezitli)-2065","1134",""
"","","","","Mersin(Mut)-1536","415",""
"","","","","Mersin(Silifke)-1621","740",""
"","","","","Mersin(Tarsus)-1665","2845",""
"","","","","Mersin(Toroslar)-2066","2517",""
"","","","","Mersin(Yenişehir)-2067","1666",""
"","","","","Muğla(Bodrum)-1197","1021",""
"","","","","Muğla(Dalaman)-1742","217",""
"","","","","Muğla(Datça)-1266","83",""
"","","","","Muğla(Fethiye)-1331","948",""
"","","","","Muğla(Kavaklıdere)-1958","68",""
"","","","","Muğla(Köyceğiz)-1488","209",""
"","","","","Muğla(Marmaris)-1517","642",""
"","","","","Muğla(Menteşe)-2089","564",""
"","","","","Muğla(Milas)-1528","815",""
"","","","","Muğla(Ortaca)-1831","250",""
"","","","","Muğla(Seydikemer)-2090","347",""
"","","","","Muğla(Ula)-1695","101",""
"","","","","Muğla(Yatağan)-1719","253",""
"","","","","Muş(Bulanık)-1213","1246",""
"","","","","Muş(Hasköy)-1801","377",""
"","","","","Muş(Korkut)-1964","364",""
"","","","","Muş(Malazgirt)-1510","855",""
"","","","","Muş(Merkez)-1534","2706",""
"","","","","Muş(Varto)-1711","334",""
"","","","","Nevşehir(Acıgöl)-1749","158",""
"","","","","Nevşehir(Avanos)-1155","217",""
"","","","","Nevşehir(Derinkuyu)-1274","186",""
"","","","","Nevşehir(Gülşehir)-1367","148",""
"","","","","Nevşehir(Hacıbektaş)-1374","51",""
"","","","","Nevşehir(Kozaklı)-1485","88",""
"","","","","Nevşehir(Merkez)-1543","1018",""
"","","","","Nevşehir(Ürgüp)-1707","211",""
"","","","","Niğde(Altunhisar)-1876","145",""
"","","","","Niğde(Bor)-1201","489",""
"","","","","Niğde(Çamardı)-1225","88",""
"","","","","Niğde(Çiftlik)-1904","308",""
"","","","","Niğde(Merkez)-1544","1783",""
"","","","","Niğde(Ulukışla)-1700","100",""
"","","","","Ordu(Akkuş)-1119","125",""
"","","","","Ordu(Altınordu)-2103","1284",""
"","","","","Ordu(Aybastı)-1158","153",""
"","","","","Ordu(Çamaş)-1891","47",""
"","","","","Ordu(Çatalpınar)-1897","122",""
"","","","","Ordu(Çaybaşı)-1900","117",""
"","","","","Ordu(Fatsa)-1328","690",""
"","","","","Ordu(Gölköy)-1358","198",""
"","","","","Ordu(Gülyalı)-1795","29",""
"","","","","Ordu(Gürgentepe)-1797","83",""
"","","","","Ordu(İkizce)-1947","120",""
"","","","","Ordu(Kabadüz)-1950","31",""
"","","","","Ordu(Kabataş)-1951","60",""
"","","","","Ordu(Korgan)-1482","251",""
"","","","","Ordu(Kumru)-1493","261",""
"","","","","Ordu(Mesudiye)-1525","45",""
"","","","","Ordu(Perşembe)-1573","103",""
"","","","","Ordu(Ulubey)-1696","67",""
"","","","","Ordu(Ünye)-1706","774",""
"","","","","Osmaniye(Bahçe)-1165","184",""
"","","","","Osmaniye(Düziçi)-1743","783",""
"","","","","Osmaniye(Hasanbeyli)-2027","29",""
"","","","","Osmaniye(Kadirli)-1423","871",""
"","","","","Osmaniye(Merkez)-1560","2604",""
"","","","","Osmaniye(Sumbas)-2028","73",""
"","","","","Osmaniye(Toprakkale)-2029","164",""
"","","","","Rize(Ardeşen)-1146","264",""
"","","","","Rize(Çamlıhemşin)-1228","34",""
"","","","","Rize(Çayeli)-1241","243",""
"","","","","Rize(Derepazarı)-1908","44",""
"","","","","Rize(Fındıklı)-1332","73",""
"","","","","Rize(Güneysu)-1796","100",""
"","","","","Rize(Hemşin)-1943","3",""
"","","","","Rize(İkizdere)-1405","31",""
"","","","","Rize(İyidere)-1949","41",""
"","","","","Rize(Kalkandere)-1428","72",""
"","","","","Rize(Merkez)-1586","1018",""
"","","","","Rize(Pazar)-1569","165",""
"","","","","Sakarya(Adapazarı)-2068","1905",""
"","","","","Sakarya(Akyazı)-1123","634",""
"","","","","Sakarya(Arifiye)-2069","311",""
"","","","","Sakarya(Erenler)-2070","620",""
"","","","","Sakarya(Ferizli)-1925","189",""
"","","","","Sakarya(Geyve)-1351","359",""
"","","","","Sakarya(Hendek)-1391","602",""
"","","","","Sakarya(Karapürçek)-1955","98",""
"","","","","Sakarya(Karasu)-1442","370",""
"","","","","Sakarya(Kaynarca)-1453","166",""
"","","","","Sakarya(Kocaali)-1818","137",""
"","","","","Sakarya(Pamukova)-1833","214",""
"","","","","Sakarya(Sapanca)-1595","293",""
"","","","","Sakarya(Serdivan)-2071","807",""
"","","","","Sakarya(Söğütlü)-1986","98",""
"","","","","Sakarya(Taraklı)-1847","53",""
"","","","","Samsun(19 Mayıs)-1830","161",""
"","","","","Samsun(Alaçam)-1125","140",""
"","","","","Samsun(Asarcık)-1763","145",""
"","","","","Samsun(Atakum)-2072","1015",""
"","","","","Samsun(Ayvacık)-1879","211",""
"","","","","Samsun(Bafra)-1164","802",""
"","","","","Samsun(Canik)-2073","703",""
"","","","","Samsun(Çarşamba)-1234","916",""
"","","","","Samsun(Havza)-1386","270",""
"","","","","Samsun(İlkadım)-2074","2096",""
"","","","","Samsun(Kavak)-1452","133",""
"","","","","Samsun(Ladik)-1501","67",""
"","","","","Samsun(Salıpazarı)-1838","106",""
"","","","","Samsun(Tekkeköy)-1849","359",""
"","","","","Samsun(Terme)-1676","411",""
"","","","","Samsun(Vezirköprü)-1712","914",""
"","","","","Samsun(Yakakent)-1993","47",""
"","","","","Şanlıurfa(Akçakale)-1115","2112",""
"","","","","Şanlıurfa(Birecik)-1194","1301",""
"","","","","Şanlıurfa(Bozova)-1209","791",""
"","","","","Şanlıurfa(Ceylanpınar)-1220","1297",""
"","","","","Şanlıurfa(Eyyübiye)-2091","6611",""
"","","","","Şanlıurfa(Halfeti)-1378","520",""
"","","","","Şanlıurfa(Haliliye)-2092","5247",""
"","","","","Şanlıurfa(Harran)-1800","1795",""
"","","","","Şanlıurfa(Hilvan)-1393","602",""
"","","","","Şanlıurfa(Karaköprü)-2093","1519",""
"","","","","Şanlıurfa(Siverek)-1630","3978",""
"","","","","Şanlıurfa(Suruç)-1643","1757",""
"","","","","Şanlıurfa(Viranşehir)-1713","3164",""
"","","","","Siirt(Baykan)-1179","397",""
"","","","","Siirt(Eruh)-1317","276",""
"","","","","Siirt(Kurtalan)-1495","815",""
"","","","","Siirt(Merkez)-1620","2007",""
"","","","","Siirt(Pervari)-1575","537",""
"","","","","Siirt(Şirvan)-1662","357",""
"","","","","Siirt(Tillo)-1878","53",""
"","","","","Sinop(Ayancık)-1156","94",""
"","","","","Sinop(Boyabat)-1204","324",""
"","","","","Sinop(Dikmen)-1910","21",""
"","","","","Sinop(Durağan)-1290","146",""
"","","","","Sinop(Erfelek)-1314","42",""
"","","","","Sinop(Gerze)-1349","114",""
"","","","","Sinop(Merkez)-1627","307",""
"","","","","Sinop(Saraydüzü)-1981","20",""
"","","","","Sinop(Türkeli)-1693","95",""
"","","","","Şırnak(Beytüşşebap)-1189","181",""
"","","","","Şırnak(Cizre)-1223","2143",""
"","","","","Şırnak(Güçlükonak)-1931","163",""
"","","","","Şırnak(İdil)-1403","1106",""
